OTU_Id	g411	g412	g413	g414	g415	g421	g422	g423	g424	g425	g431	g432	g433	g434	g435	g441	g442	g443	g444	g445	g451	g452	g453	g454	g455	g406	g407	g408	g409	g410	g416	g417	g418	g419	g420	g426	g427	g428	g429	g430	g436	g437	g438	g439	g440	g446	g447	g448	g449	g450
OTU7675	0	0	0	307	1096	155	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1308	0	0	682	1126	0	0	1689	0	1932	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0
OTU7676	0	310	154	0	313	155	0	0	0	618	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	1046	0	469	227	0	0	315	154	465	2318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7677	155	155	0	307	783	310	0	157	0	0	0	0	0	1258	615	0	0	0	0	259	0	310	0	0	0	1308	0	0	1136	1408	2051	0	154	0	0	309	155	0	771	0	0	157	465	154	0	0	1711	1549	622	790
OTU7678	0	3104	0	154	0	0	0	0	0	309	0	157	0	0	0	0	0	574	0	519	0	0	0	0	0	3401	0	156	682	282	0	0	0	929	193	155	0	0	0	0	0	0	0	0	0	0	0	0	156	0
OTU7679	310	310	0	0	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6540	0	312	0	845	1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU768	776	21574	1382	614	5951	0	208	157	0	0	929	157	0	472	154	0	0	0	0	0	0	0	0	0	0	2354	48736	54531	4318	12387	2051	157	0	0	193	0	309	2467	0	0	0	0	0	0	0	154	0	0	156	0
OTU7680	310	0	0	154	157	310	0	0	0	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2093	0	156	1818	2252	1678	0	0	0	966	309	0	154	0	0	0	0	0	0	0	0	0	0	0	0
OTU7681	0	155	154	0	0	1704	0	0	2212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2877	0	0	0	0	0	0	0	6195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7682	0	0	154	0	0	0	0	0	0	0	619	0	0	315	308	0	0	0	0	0	0	0	0	0	0	1308	0	156	909	282	0	0	0	0	0	0	0	925	0	622	0	0	155	0	0	615	0	0	0	0
OTU7683	310	310	307	3991	2975	465	0	0	0	464	0	157	0	629	615	0	0	52	0	0	311	465	0	0	0	5755	0	937	2954	20270	20134	472	154	0	579	1236	0	0	154	311	0	157	0	0	0	2769	11667	1549	3889	7427
OTU7684	0	310	0	0	0	155	52	157	0	0	1549	0	0	157	769	0	0	0	0	0	933	0	155	104	0	785	0	156	227	3097	559	157	307	155	193	0	1082	925	154	156	622	0	155	0	0	0	467	465	778	0
OTU7685	155	0	0	0	157	155	104	0	0	0	619	315	154	315	923	0	0	0	0	0	0	310	0	0	0	1308	0	625	0	845	1678	0	0	0	386	464	1391	2467	308	622	0	0	0	0	0	308	467	465	0	158
OTU7686	0	1086	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	0	0	2252	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0
OTU7687	0	0	0	0	157	0	0	0	0	155	774	0	0	157	308	0	0	52	0	0	311	155	52	104	254	262	0	0	0	0	0	0	307	0	0	155	155	0	617	156	311	0	0	461	0	154	0	0	622	0
OTU7688	621	466	0	768	0	0	0	157	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570	0	0	909	0	0	157	0	929	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7689	0	0	307	0	0	0	0	157	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	523	0	0	682	3941	559	0	0	310	1932	773	309	308	617	0	156	0	0	0	155	0	1244	1084	622	0
OTU769	11330	16918	39452	42368	28501	4027	883	315	9323	16071	8673	8809	3692	0	0	1452	621	1931	0	2904	0	0	206	416	127	0	12262	9219	4545	0	2610	2831	154	6195	3284	0	0	154	0	0	0	3775	0	0	7588	0	0	0	0	0
OTU7690	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158
OTU7691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	0	0	0	282	559	157	0	0	966	0	0	0	0	0	0	0	0	0	0	154	0	0	778	0
OTU7692	1707	0	154	921	940	17500	1611	6292	474	9272	3097	3933	2154	2989	2462	207	3052	157	0	259	0	0	103	0	0	14910	0	2500	1136	13232	81842	37596	21031	4027	41336	7263	16071	15573	0	1400	467	157	155	0	0	615	467	310	622	474
OTU7693	0	0	0	614	313	929	260	0	0	309	1084	157	462	1101	1231	259	103	52	52	0	311	0	0	104	254	1046	0	0	0	2815	2051	1101	0	155	1932	1545	155	154	771	778	1556	1416	465	307	1239	3846	2178	465	1244	2686
OTU7694	310	0	0	614	1723	155	52	0	316	618	155	0	0	0	0	0	0	0	0	0	0	155	0	0	0	8109	0	156	0	3941	2237	157	0	0	1159	0	155	1233	0	156	0	0	155	0	0	0	0	0	311	0
OTU7695	1242	310	614	2149	1723	619	0	157	158	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	2616	0	156	3863	43074	1119	0	0	619	2318	0	0	308	154	0	0	0	0	0	0	154	0	0	0	0
OTU7696	0	1086	154	307	3602	155	260	0	2370	309	3562	1573	615	2831	3231	0	0	0	0	0	156	1549	52	0	0	2877	0	1094	5227	282	186	157	0	0	193	927	2936	2159	3700	1867	622	157	155	0	0	0	0	57146	156	474
OTU7697	0	0	0	307	0	0	520	2989	790	2936	0	0	0	0	0	52	0	0	0	363	0	0	0	0	0	262	0	156	0	1408	2237	2674	921	1239	5988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7698	310	0	307	614	0	102367	10134	8337	1896	6799	4956	1730	923	10854	20462	1400	3052	1253	260	3422	6222	7743	103	885	8385	1570	0	0	0	1126	155295	66697	20263	12854	39018	12053	773	1542	11256	20689	7467	2989	6040	461	1704	28615	42778	10686	10111	12325
OTU7699	0	0	0	0	157	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	774	386	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0
OTU77	6364	56031	32544	31930	28031	55442	4157	49551	17381	35386	10686	14944	6615	787	0	933	1863	157	0	985	1556	310	155	16083	2922	7586	47960	26562	6363	0	12118	20449	6294	20752	8885	464	0	308	2004	311	622	14629	155	1842	9912	308	311	310	2022	158
OTU770	155	1397	0	768	1096	1084	572	157	158	2009	155	944	0	157	769	207	0	0	0	778	0	0	52	156	0	3662	5898	11406	10226	28716	1305	0	307	310	6181	1082	618	3700	0	1400	156	472	0	0	0	1538	467	310	0	632
OTU7700	0	0	768	0	157	0	0	472	0	0	0	157	154	157	0	0	0	0	0	0	0	0	0	0	0	1046	0	0	0	845	1305	0	0	0	0	0	1082	771	0	311	0	0	0	0	0	154	0	0	156	790
OTU7701	155	0	1075	154	1096	310	52	0	158	0	155	315	0	315	0	0	0	0	0	0	0	0	0	0	0	1831	0	2031	19088	3097	2051	0	0	155	0	0	2627	925	0	0	0	0	155	0	0	0	0	0	0	158
OTU7702	310	0	0	0	0	0	0	0	0	0	465	157	615	2517	1538	830	155	626	208	0	2333	155	258	0	381	785	0	0	0	0	1305	0	154	310	0	1082	155	0	1388	622	156	4404	2168	7522	619	8154	622	2633	1400	1264
OTU7703	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7704	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7706	0	466	154	614	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	0	156	1136	2252	186	944	0	0	386	309	309	154	0	0	311	0	0	0	0	154	0	0	0	0
OTU7707	2639	3415	1535	5987	3289	0	0	0	0	309	0	0	615	0	0	0	0	0	0	0	0	0	0	0	0	1831	0	0	1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7708	466	310	0	0	157	0	0	0	0	0	0	0	154	0	0	0	103	0	0	0	0	0	0	0	0	1308	0	0	3181	2252	1305	157	0	0	193	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0
OTU7709	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	0	0	2252	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU771	3725	4191	1382	22873	5794	155332	13044	71101	12957	19779	10841	3146	2615	4090	6462	2696	1397	783	415	2281	29711	8208	155	1509	26171	16480	2949	781	3181	26745	326623	124742	73991	35155	62776	12208	4481	1850	4780	3733	4978	9596	28341	1228	774	56923	34533	15642	31111	27336
OTU7710	0	0	0	614	0	0	0	0	0	0	0	157	0	0	0	0	155	0	0	0	0	0	0	0	0	3139	0	0	0	2252	559	0	0	0	579	0	618	154	0	311	0	0	0	0	0	0	0	310	0	474
OTU7711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	469	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7712	0	0	0	0	0	0	52	157	0	0	310	787	0	0	0	0	103	0	52	0	0	0	0	0	0	1831	0	469	227	282	559	0	0	0	193	309	309	0	0	156	0	157	0	0	155	154	0	0	0	158
OTU7713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	909	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7714	3880	2639	614	7215	7360	2788	3118	2360	316	4945	1084	2202	0	472	2154	0	517	0	156	363	311	310	206	156	0	19357	0	1562	1591	27309	18829	14944	10439	3097	35541	1854	1545	925	3392	2022	0	2202	155	0	0	1077	6067	1394	7311	13905
OTU7715	310	0	0	1382	940	155	0	0	0	1700	774	157	0	157	2154	0	0	0	0	104	156	0	0	104	0	16741	0	1250	2272	4786	8016	0	768	0	3284	2318	2009	925	1388	778	467	472	774	0	0	2000	1089	1549	1556	7585
OTU7716	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2354	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7717	0	0	0	0	0	0	0	0	0	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	1046	0	156	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7718	0	0	0	307	626	2942	208	472	0	618	310	157	0	0	923	0	103	0	0	0	0	0	0	104	127	785	0	0	0	1126	559	0	0	465	966	0	927	771	308	0	0	0	0	0	0	0	311	0	156	474
OTU7719	155	310	614	1535	2506	465	208	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	785	0	469	1818	1408	4101	1573	461	310	1159	309	0	925	154	467	0	0	0	154	0	154	311	310	0	158
OTU772	1552	4191	0	4298	3602	1394	104	1573	790	927	774	157	154	0	154	0	0	0	0	0	0	0	0	0	0	4185	9002	3750	909	282	186	0	307	465	1159	0	155	771	1542	0	0	0	0	0	0	0	0	0	311	474
OTU7720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7721	310	155	154	614	0	0	0	0	0	309	929	157	0	0	4615	0	0	0	0	0	0	0	0	0	0	3401	0	0	2954	1408	0	157	154	929	1159	464	773	0	0	156	0	0	0	154	0	0	0	465	0	0
OTU7722	155	0	0	154	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	1250	2500	1408	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7723	0	0	0	0	0	155	104	0	0	0	155	0	154	0	1231	0	0	0	0	0	0	0	52	0	0	262	0	0	0	0	186	0	0	0	193	0	309	308	0	156	0	0	0	0	0	308	0	0	0	632
OTU7724	931	1707	0	1996	1723	619	780	0	474	309	3407	2517	1538	2831	2462	1193	621	887	0	2126	20844	10221	155	2811	14229	1046	0	0	0	845	0	0	154	310	386	309	0	1542	1542	1244	6067	5034	4956	5219	2942	4615	1400	5885	4356	4740
OTU7725	155	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	523	0	312	227	845	746	0	0	0	0	155	0	0	0	0	0	0	0	0	0	308	0	310	778	158
OTU7726	4346	5898	10132	8596	5638	465	260	16989	0	155	11150	12270	1846	1730	615	674	0	418	208	1141	933	2323	980	1770	0	14649	0	0	81581	11543	5220	2045	921	0	0	0	0	0	0	156	467	0	465	1842	12544	0	622	0	0	0
OTU7727	4035	466	307	1996	3132	4956	0	2517	790	4790	1549	2045	1385	3618	2154	519	724	261	0	1504	311	1084	0	0	2287	2877	0	156	0	0	14355	472	2456	155	1352	3245	155	771	2313	5289	467	157	1239	0	5885	2308	4511	465	778	6005
OTU7728	0	0	0	0	626	0	260	0	0	0	0	0	615	315	0	0	0	0	0	0	0	0	0	0	0	1046	0	0	0	1126	0	157	0	0	386	309	1700	771	0	778	0	0	0	0	0	0	0	0	0	0
OTU7729	0	155	307	614	0	0	0	0	0	0	0	0	615	0	154	0	103	0	0	0	0	0	0	0	0	523	0	0	0	282	559	315	0	465	579	0	0	308	617	0	0	0	0	0	0	0	467	0	1556	1106
OTU773	7295	16918	5219	21031	19105	3872	624	2202	3950	5254	2013	1101	1231	787	2000	0	103	470	52	259	933	310	103	260	889	23281	18780	9531	34541	9009	12491	2831	3684	4646	9078	927	2627	3084	2159	311	1089	944	310	154	774	769	1089	774	311	1106
OTU7730	0	0	0	0	0	0	52	157	0	0	310	0	0	157	154	0	0	157	0	104	311	155	0	156	127	1046	0	469	0	1971	186	0	614	155	386	0	0	0	0	311	311	0	155	0	0	462	2178	1084	1244	474
OTU7731	0	0	0	154	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	625	0	282	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7732	621	310	0	307	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	0	312	0	0	0	0	0	0	0	0	0	308	154	311	0	0	155	0	0	0	0	0	0	0
OTU7733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7734	466	0	0	0	0	465	52	0	158	155	155	157	154	0	0	104	0	0	0	0	778	0	155	0	635	1570	0	0	0	0	559	787	921	155	1932	773	0	617	308	0	156	157	1239	0	0	615	1089	774	156	632
OTU7735	1086	466	1996	10285	3132	8053	2546	3146	948	4327	5111	2517	1231	5034	12000	2593	155	783	0	259	2956	6659	670	3695	2414	6540	0	0	4545	31250	33930	8652	6908	4027	10624	12053	3400	4317	9559	7156	3889	4247	25243	461	465	22308	14933	6504	6533	4582
OTU7736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570	0	0	909	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7737	0	155	614	5680	2192	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2616	0	469	2500	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7738	0	0	0	154	0	0	104	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	262	0	0	227	0	559	0	154	0	193	155	155	154	0	0	156	0	0	0	0	0	0	0	0	0
OTU7739	0	0	0	0	0	0	572	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	7063	0	0	0	0	0	315	0	0	3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU774	5277	8537	15811	50044	19418	20288	2598	11955	3634	14989	5885	3618	3538	8494	12923	778	2846	678	260	3681	27067	8673	103	4424	36334	11248	7605	3125	15453	61655	38964	6449	4145	11925	40949	7108	155	308	6630	12444	2644	4247	4181	4605	3562	7231	24267	7588	8867	11851
OTU7740	0	0	0	0	1566	619	260	315	0	927	619	0	308	0	769	0	103	0	0	0	311	0	0	364	127	2616	0	0	0	4786	22371	1573	0	465	5408	1700	618	771	1388	156	467	472	0	0	0	3231	2489	0	2178	10271
OTU7741	0	0	0	0	0	0	0	0	0	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	156	0	845	0	0	0	0	0	0	0	154	0	0	0	157	0	0	0	0	0	0	0	0
OTU7742	0	0	0	0	0	0	0	0	0	0	310	2517	308	1416	1385	0	0	0	0	0	0	0	0	0	0	3401	0	0	0	1126	0	0	0	0	0	927	2627	154	154	467	0	472	0	0	0	0	0	774	622	2370
OTU7743	310	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	2815	186	157	0	0	386	0	0	0	0	0	0	0	0	0	0	154	0	0	156	158
OTU7745	310	0	0	0	157	0	52	0	316	464	0	0	0	0	0	0	0	0	0	0	311	1394	0	104	2033	785	0	0	0	0	186	0	0	0	966	0	0	0	0	0	0	0	0	307	310	0	0	0	0	0
OTU7746	155	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	625	682	1126	0	0	0	0	0	0	0	0	308	0	0	157	0	0	0	0	0	0	622	0
OTU7747	0	0	1075	614	1566	929	0	0	0	309	0	0	0	0	154	0	0	0	52	0	0	0	0	0	0	2616	0	0	0	2815	8949	0	461	465	2125	0	0	154	0	0	0	0	0	0	0	308	311	0	0	0
OTU7748	0	18625	0	0	783	0	0	0	948	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	1046	0	1875	2272	1126	0	472	154	0	386	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0
OTU7749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	523	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU775	310	1086	921	768	2506	310	0	0	0	618	619	157	615	629	923	0	155	0	208	985	622	155	103	260	127	3662	3104	1250	3181	6757	746	0	0	0	386	464	0	0	308	1711	156	472	774	461	0	2308	3111	774	1244	632
OTU7750	1086	155	921	1382	940	0	0	0	0	309	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	2877	0	0	5908	1408	0	0	0	0	193	0	155	154	0	0	0	0	0	0	0	0	0	0	0	0
OTU7751	0	0	0	154	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570	0	469	682	2815	1678	0	0	310	386	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7752	310	310	0	307	157	4646	0	472	158	155	123429	3303	154	8966	42308	17007	259	0	52	0	0	1394	0	156	762	1308	0	156	682	845	291201	315	0	155	22599	95342	43731	2159	20507	6844	2022	1416	774	0	0	21385	102822	6504	1400	6637
OTU7753	466	621	614	0	0	310	0	0	0	464	0	0	0	315	0	259	259	0	0	0	0	0	0	0	0	1570	0	0	682	0	1678	0	1228	0	1545	0	0	154	0	156	622	944	774	0	310	0	622	0	0	0
OTU7754	1086	310	0	921	940	465	780	944	948	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2616	0	3125	2954	1408	12118	3933	2917	6195	18157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7755	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	3378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7756	310	310	0	154	1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6278	0	0	3181	1126	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	1084	0	0
OTU7757	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	309	154	0	0	0	0	0	0	0	0	0	0	0	0
OTU7758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	104	0	1046	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7759	0	0	0	0	0	0	52	0	0	0	2323	1258	0	787	0	0	0	0	0	0	0	0	0	0	0	2093	0	156	682	2815	0	472	307	0	0	1854	3863	1850	0	156	0	0	0	0	0	0	0	0	0	0
OTU776	48115	123237	49737	108377	112595	60553	8107	59933	61625	81126	13319	15416	17846	8022	28923	5444	14124	12369	8046	11563	6844	6814	4641	11607	11561	311286	119202	103906	204292	339245	73266	44989	24561	31903	133858	5563	4945	17423	9097	8089	13533	15258	10376	4759	7743	3077	9333	11305	5756	12167
OTU7760	0	466	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7761	0	155	0	0	626	0	52	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	262	0	156	682	0	0	0	0	0	0	0	155	0	0	156	0	0	0	0	0	0	0	0	0	0
OTU7762	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1308	0	0	227	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7763	310	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	103	0	0	0	156	619	0	0	127	1308	0	0	227	2815	2051	157	0	0	0	0	0	0	154	0	156	0	0	0	0	0	311	0	0	474
OTU7764	310	0	614	1382	783	1704	0	0	0	0	155	157	0	0	0	52	0	0	0	0	156	155	0	0	0	3662	0	312	682	6475	2051	0	0	155	386	464	773	154	925	467	156	157	0	0	0	923	2489	1084	3733	1106
OTU7765	2173	1242	768	3224	2349	8518	3274	2989	2370	2627	4801	1573	615	787	7538	830	259	52	0	259	1244	310	0	156	127	3924	0	156	2954	5631	28337	8022	1689	2013	12942	4945	5099	4780	2159	4511	156	629	2788	0	155	4923	5756	465	5444	3792
OTU7766	310	155	307	1535	783	0	52	0	0	155	4181	1101	308	315	462	0	0	0	0	0	1867	774	52	0	889	6278	0	312	227	282	1119	0	0	0	2125	7417	4172	2159	1079	1556	156	157	619	461	0	1538	311	2478	1400	2844
OTU7767	0	0	0	0	0	3562	3898	1730	1422	2318	0	0	462	0	0	0	0	0	0	0	311	155	0	0	0	785	0	0	0	0	12491	4404	20724	4491	33996	155	773	617	2004	311	0	0	0	0	0	0	622	3562	311	1106
OTU7768	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	156	0	0	0	0	523	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	155	0	0	615	0	0	0	0
OTU7769	0	0	0	1996	157	0	104	0	0	0	0	1573	0	0	0	0	0	0	0	0	0	0	0	0	0	1570	0	0	1136	1971	559	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	158
OTU777	28714	15366	614	2763	25056	6350	3794	12584	13273	29514	4801	4719	462	1101	5231	259	466	261	0	778	3111	3407	155	989	2922	79522	49512	11875	10226	8446	16033	8180	1535	5111	27235	773	927	3700	0	156	2178	472	1858	1535	1084	615	2800	2478	2178	1106
OTU7770	0	0	0	0	157	3097	364	5348	474	309	155	315	615	629	0	259	155	52	0	778	933	0	52	364	254	785	0	0	0	0	0	629	1228	1858	193	0	0	617	154	0	933	315	155	921	310	0	0	465	622	0
OTU7771	0	0	0	0	0	0	0	0	0	0	0	157	308	0	0	0	0	0	0	0	0	155	0	0	0	262	0	0	0	0	0	472	154	310	966	155	309	308	0	0	0	157	0	154	0	0	156	310	0	0
OTU7772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7773	1086	155	0	307	157	465	52	0	0	155	774	787	0	787	0	0	103	157	0	0	156	0	0	104	0	2877	0	156	0	3378	2051	0	0	0	0	155	618	1233	1079	1089	0	157	0	154	0	1538	1867	465	0	1264
OTU7774	776	0	154	0	157	0	0	0	0	0	0	157	0	472	0	52	0	0	0	0	156	0	0	156	3176	2093	0	156	0	282	559	0	0	0	0	0	0	0	0	0	0	0	0	307	155	0	0	0	156	0
OTU7775	0	155	1382	2303	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	0	469	227	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7776	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	625	0	282	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7777	466	0	768	3684	783	40420	4677	2989	1106	4636	5885	1258	615	8966	14462	674	828	418	52	2022	7778	5575	155	885	12069	2616	0	625	227	9291	172446	36022	13816	3252	27815	18389	618	308	12489	31889	2333	6292	11615	461	1704	45231	69844	20752	27844	24966
OTU7778	310	0	154	0	626	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
OTU7779	621	310	0	1382	940	0	0	0	0	618	2478	1258	0	0	154	0	0	0	0	0	0	4027	0	104	0	13079	0	781	0	4786	2796	0	0	310	6954	155	618	0	617	467	0	0	0	0	0	154	0	0	622	8375
OTU778	310	1397	0	921	1096	310	416	1101	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1831	11486	2969	9090	5631	6525	5820	4298	4181	193	0	0	154	0	0	0	0	0	0	0	0	0	0	1556	0
OTU7780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	0	682	1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7781	0	621	154	154	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570	0	0	2272	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7782	931	310	0	921	313	1239	104	315	0	0	0	0	0	0	462	0	0	0	0	0	311	0	0	156	0	2616	0	156	0	12669	5593	1101	1228	155	966	0	0	0	0	933	0	157	0	0	155	1538	1244	0	0	474
OTU7783	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
